2022-01-03 16:06:01
Density	Radius	Energy	Rest mass
4.60565838E+20	1.19893750E+00	3.19692537E+57	3.08474206E+01
4.61912522E+20	1.19772656E+00	3.19998457E+57	3.08474206E+01
4.63259205E+20	1.19668750E+00	3.20303783E+57	3.08474206E+01
4.64605889E+20	1.19544141E+00	3.20608518E+57	3.08474206E+01
4.65952573E+20	1.19445703E+00	3.20912664E+57	3.08474206E+01
4.67299257E+20	1.19322266E+00	3.21216225E+57	3.08474206E+01
4.68645940E+20	1.19193750E+00	3.21519203E+57	3.08474206E+01
4.69992624E+20	1.19089063E+00	3.21821602E+57	3.08474206E+01
4.71339308E+20	1.18970313E+00	3.22123423E+57	3.08474206E+01
4.72685992E+20	1.18868359E+00	3.22424670E+57	3.08474206E+01
4.74032675E+20	1.18746094E+00	3.22725346E+57	3.08474206E+01
4.75379359E+20	1.18647656E+00	3.23025452E+57	3.08474206E+01
4.76726043E+20	1.18529688E+00	3.23324992E+57	3.08474206E+01
4.78072727E+20	1.18409375E+00	3.23623969E+57	3.08474206E+01
4.79419410E+20	1.18299609E+00	3.23922385E+57	3.08474206E+01
4.80766094E+20	1.18185156E+00	3.24220242E+57	3.08474206E+01
4.82112778E+20	1.18083594E+00	3.24517544E+57	3.08474206E+01
4.83459461E+20	1.17968750E+00	3.24814292E+57	3.08474206E+01
4.84806145E+20	1.17869141E+00	3.25110490E+57	3.08474206E+01
4.86152829E+20	1.17750781E+00	3.25406140E+57	3.08474206E+01
4.87499513E+20	1.17655859E+00	3.25701245E+57	3.08474206E+01
4.88846196E+20	1.17538281E+00	3.25995806E+57	3.08474206E+01
4.90192880E+20	1.17429297E+00	3.26289827E+57	3.08474206E+01
4.91539564E+20	1.17326563E+00	3.26583310E+57	3.08474206E+01
4.92886248E+20	1.17210156E+00	3.26876258E+57	3.08474206E+01
4.94232931E+20	1.17110156E+00	3.27168672E+57	3.08474206E+01
4.95579615E+20	1.16994141E+00	3.27460556E+57	3.08474206E+01
4.96926299E+20	1.16894922E+00	3.27751911E+57	3.08474206E+01
4.98272983E+20	1.16784766E+00	3.28042741E+57	3.08474206E+01
4.99619666E+20	1.16687109E+00	3.28333047E+57	3.08474206E+01
5.00966350E+20	1.16576563E+00	3.28622831E+57	3.08474206E+01
5.02313034E+20	1.16481250E+00	3.28912097E+57	3.08474206E+01
5.03659717E+20	1.16369531E+00	3.29200846E+57	3.08474206E+01
5.05006401E+20	1.16273438E+00	3.29489081E+57	3.08474206E+01
5.06353085E+20	1.16165234E+00	3.29776805E+57	3.08474206E+01
5.07699769E+20	1.16069531E+00	3.30064018E+57	3.08474206E+01
5.09046452E+20	1.15961328E+00	3.30350724E+57	3.08474206E+01
5.10393136E+20	1.15866797E+00	3.30636925E+57	3.08474207E+01
5.11739820E+20	1.15755859E+00	3.30922622E+57	3.08474207E+01
5.13086504E+20	1.15665234E+00	3.31207819E+57	3.08474207E+01
5.14433187E+20	1.15553906E+00	3.31492518E+57	3.08474207E+01
5.15779871E+20	1.15464844E+00	3.31776720E+57	3.08474207E+01
