2022-01-02 19:48:44
Radius	Barionic density	Energy	Pressure	Energy density	Rest mass	Radius metric	Time metric
1.61009922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.93986424E-01	1.11858525E+00
1.61029922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94000371E-01	1.11856779E+00
1.61049922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94014315E-01	1.11855035E+00
1.61069922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94028255E-01	1.11853291E+00
1.61089922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94042192E-01	1.11851547E+00
1.61109922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94056125E-01	1.11849804E+00
1.61129922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94070054E-01	1.11848061E+00
1.61149922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94083979E-01	1.11846319E+00
1.61169922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94097901E-01	1.11844578E+00
1.61189922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94111819E-01	1.11842837E+00
1.61209922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94125734E-01	1.11841096E+00
1.61229922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94139645E-01	1.11839356E+00
1.61249922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94153552E-01	1.11837617E+00
1.61269922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94167455E-01	1.11835878E+00
1.61289922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94181355E-01	1.11834139E+00
1.61309922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94195251E-01	1.11832402E+00
1.61329922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94209143E-01	1.11830664E+00
1.61349922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94223032E-01	1.11828927E+00
1.61369922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94236917E-01	1.11827191E+00
1.61389922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94250799E-01	1.11825455E+00
1.61409922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94264677E-01	1.11823719E+00
1.61429922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94278551E-01	1.11821985E+00
1.61449922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94292421E-01	1.11820250E+00
1.61469922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94306288E-01	1.11818516E+00
1.61489922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94320152E-01	1.11816783E+00
1.61509922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94334011E-01	1.11815050E+00
1.61529922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94347867E-01	1.11813318E+00
1.61549922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94361719E-01	1.11811586E+00
1.61569922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94375568E-01	1.11809855E+00
1.61589922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94389413E-01	1.11808124E+00
1.61609922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94403254E-01	1.11806394E+00
1.61629922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94417092E-01	1.11804664E+00
1.61649922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94430926E-01	1.11802935E+00
1.61669922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94444757E-01	1.11801206E+00
1.61689922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94458583E-01	1.11799478E+00
1.61709922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94472407E-01	1.11797750E+00
1.61729922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94486226E-01	1.11796023E+00
1.61749922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94500042E-01	1.11794296E+00
1.61769922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94513854E-01	1.11792570E+00
1.61789922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94527663E-01	1.11790844E+00
1.61809922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94541468E-01	1.11789119E+00
1.61829922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94555269E-01	1.11787394E+00
1.61849922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94569067E-01	1.11785670E+00
1.61869922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94582861E-01	1.11783946E+00
1.61889922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94596652E-01	1.11782223E+00
1.61909922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94610439E-01	1.11780500E+00
1.61929922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94624222E-01	1.11778778E+00
1.61949922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94638002E-01	1.11777056E+00
1.61969922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94651778E-01	1.11775335E+00
1.61989922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94665550E-01	1.11773615E+00
1.62009922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94679319E-01	1.11771894E+00
1.62029922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94693084E-01	1.11770175E+00
1.62049922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94706846E-01	1.11768456E+00
1.62069922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94720604E-01	1.11766737E+00
1.62089922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94734358E-01	1.11765019E+00
1.62109922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94748109E-01	1.11763301E+00
1.62129922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94761856E-01	1.11761584E+00
1.62149922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94775600E-01	1.11759867E+00
1.62169922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94789340E-01	1.11758151E+00
1.62189922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94803076E-01	1.11756436E+00
1.62209922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94816809E-01	1.11754720E+00
1.62229922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94830538E-01	1.11753006E+00
1.62249922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94844264E-01	1.11751292E+00
1.62269922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94857986E-01	1.11749578E+00
1.62289922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94871704E-01	1.11747865E+00
1.62309922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94885419E-01	1.11746152E+00
1.62329922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94899131E-01	1.11744440E+00
1.62349922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94912838E-01	1.11742729E+00
1.62369922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94926542E-01	1.11741017E+00
1.62389922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94940243E-01	1.11739307E+00
1.62409922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94953940E-01	1.11737597E+00
1.62429922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94967633E-01	1.11735887E+00
1.62449922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94981323E-01	1.11734178E+00
1.62469922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.94995009E-01	1.11732469E+00
1.62489922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95008691E-01	1.11730761E+00
1.62509922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95022370E-01	1.11729054E+00
1.62529922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95036046E-01	1.11727346E+00
1.62549922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95049718E-01	1.11725640E+00
1.62569922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95063386E-01	1.11723934E+00
1.62589922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95077051E-01	1.11722228E+00
1.62609922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95090712E-01	1.11720523E+00
1.62629922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95104369E-01	1.11718818E+00
1.62649922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95118023E-01	1.11717114E+00
1.62669922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95131674E-01	1.11715410E+00
1.62689922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95145321E-01	1.11713707E+00
1.62709922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95158964E-01	1.11712005E+00
1.62729922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95172604E-01	1.11710303E+00
1.62749922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95186240E-01	1.11708601E+00
1.62769922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95199872E-01	1.11706900E+00
1.62789922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95213502E-01	1.11705199E+00
1.62809922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95227127E-01	1.11703499E+00
1.62829922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95240749E-01	1.11701799E+00
1.62849922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95254367E-01	1.11700100E+00
1.62869922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95267982E-01	1.11698401E+00
1.62889922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95281594E-01	1.11696703E+00
1.62909922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95295201E-01	1.11695005E+00
1.62929922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95308806E-01	1.11693308E+00
1.62949922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95322406E-01	1.11691611E+00
1.62969922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95336003E-01	1.11689915E+00
1.62989922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95349597E-01	1.11688220E+00
1.63009922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95363187E-01	1.11686524E+00
1.63029922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95376773E-01	1.11684830E+00
1.63049922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95390356E-01	1.11683135E+00
1.63069922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95403936E-01	1.11681442E+00
1.63089922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95417512E-01	1.11679748E+00
1.63109922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95431084E-01	1.11678056E+00
1.63129922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95444653E-01	1.11676363E+00
1.63149922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95458218E-01	1.11674672E+00
1.63169922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95471780E-01	1.11672980E+00
1.63189922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95485338E-01	1.11671289E+00
1.63209922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95498893E-01	1.11669599E+00
1.63229922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95512444E-01	1.11667909E+00
1.63249922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95525991E-01	1.11666220E+00
1.63269922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95539536E-01	1.11664531E+00
1.63289922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95553076E-01	1.11662843E+00
1.63309922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95566613E-01	1.11661155E+00
1.63329922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95580147E-01	1.11659468E+00
1.63349922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95593677E-01	1.11657781E+00
1.63369922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95607203E-01	1.11656094E+00
1.63389922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95620726E-01	1.11654408E+00
1.63409922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95634246E-01	1.11652723E+00
1.63429922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95647762E-01	1.11651038E+00
1.63449922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95661274E-01	1.11649354E+00
1.63469922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95674783E-01	1.11647670E+00
1.63489922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95688289E-01	1.11645986E+00
1.63509922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95701791E-01	1.11644303E+00
1.63529922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95715289E-01	1.11642621E+00
1.63549922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95728784E-01	1.11640939E+00
1.63569922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95742275E-01	1.11639257E+00
1.63589922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95755763E-01	1.11637576E+00
1.63609922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95769248E-01	1.11635896E+00
1.63629922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95782729E-01	1.11634216E+00
1.63649922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95796206E-01	1.11632536E+00
1.63669922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95809680E-01	1.11630857E+00
1.63689922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95823150E-01	1.11629179E+00
1.63709922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95836617E-01	1.11627500E+00
1.63729922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95850081E-01	1.11625823E+00
1.63749922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95863541E-01	1.11624146E+00
1.63769922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95876997E-01	1.11622469E+00
1.63789922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95890450E-01	1.11620793E+00
1.63809922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95903899E-01	1.11619117E+00
1.63829922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95917345E-01	1.11617442E+00
1.63849922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95930788E-01	1.11615767E+00
1.63869922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95944227E-01	1.11614093E+00
1.63889922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95957663E-01	1.11612419E+00
1.63909922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95971095E-01	1.11610746E+00
1.63929922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95984523E-01	1.11609073E+00
1.63949922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.95997948E-01	1.11607401E+00
1.63969922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96011370E-01	1.11605729E+00
1.63989922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96024788E-01	1.11604058E+00
1.64009922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96038203E-01	1.11602387E+00
1.64029922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96051614E-01	1.11600717E+00
1.64049922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96065022E-01	1.11599047E+00
1.64069922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96078426E-01	1.11597377E+00
1.64089922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96091827E-01	1.11595709E+00
1.64109922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96105224E-01	1.11594040E+00
1.64129922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96118618E-01	1.11592372E+00
1.64149922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96132008E-01	1.11590705E+00
1.64169922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96145395E-01	1.11589038E+00
1.64189922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96158779E-01	1.11587371E+00
1.64209922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96172159E-01	1.11585705E+00
1.64229922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96185536E-01	1.11584040E+00
1.64249922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96198909E-01	1.11582375E+00
1.64269922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96212278E-01	1.11580710E+00
1.64289922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96225644E-01	1.11579046E+00
1.64309922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96239007E-01	1.11577382E+00
1.64329922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96252367E-01	1.11575719E+00
1.64349922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96265722E-01	1.11574057E+00
1.64369922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96279075E-01	1.11572394E+00
1.64389922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96292424E-01	1.11570733E+00
1.64409922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96305769E-01	1.11569071E+00
1.64429922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96319111E-01	1.11567411E+00
1.64449922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96332450E-01	1.11565750E+00
1.64469922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96345785E-01	1.11564091E+00
1.64489922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96359117E-01	1.11562431E+00
1.64509922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96372445E-01	1.11560772E+00
1.64529922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96385770E-01	1.11559114E+00
1.64549922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96399091E-01	1.11557456E+00
1.64569922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96412409E-01	1.11555799E+00
1.64589922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96425724E-01	1.11554142E+00
1.64609922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96439035E-01	1.11552485E+00
1.64629922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96452343E-01	1.11550829E+00
1.64649922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96465647E-01	1.11549174E+00
1.64669922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96478948E-01	1.11547519E+00
1.64689922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96492245E-01	1.11545864E+00
1.64709922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96505539E-01	1.11544210E+00
1.64729922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96518830E-01	1.11542557E+00
1.64749922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96532117E-01	1.11540904E+00
1.64769922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96545400E-01	1.11539251E+00
1.64789922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96558681E-01	1.11537599E+00
1.64809922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96571958E-01	1.11535947E+00
1.64829922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96585231E-01	1.11534296E+00
1.64849922E+00	2.79744299E-08	1.61644552E-01	7.82568729E-16	2.79744307E-08	1.77054018E-01	8.96598501E-01	1.11532645E+00
