2022-01-02 19:47:45
Density	Radius	Energy	Rest mass
3.45006550E+01	5.48172119E-01	1.09662464E-01	1.04181661E-01
3.46006540E+01	5.48142773E-01	1.09660525E-01	1.04179157E-01
3.47006530E+01	5.48096973E-01	1.09658557E-01	1.04176616E-01
3.48006520E+01	5.48069287E-01	1.09656561E-01	1.04174040E-01
3.49006510E+01	5.48028467E-01	1.09654538E-01	1.04171427E-01
3.50006500E+01	5.47998437E-01	1.09652488E-01	1.04168780E-01
3.51006490E+01	5.47971729E-01	1.09650411E-01	1.04166098E-01
3.52006480E+01	5.47942773E-01	1.09648308E-01	1.04163383E-01
3.53006470E+01	5.47897998E-01	1.09646180E-01	1.04160635E-01
3.54006460E+01	5.47871045E-01	1.09644027E-01	1.04157854E-01
3.55006450E+01	5.47834717E-01	1.09641849E-01	1.04155042E-01
3.56006440E+01	5.47801074E-01	1.09639647E-01	1.04152198E-01
3.57006430E+01	5.47774121E-01	1.09637421E-01	1.04149324E-01
3.58006420E+01	5.47744727E-01	1.09635172E-01	1.04146420E-01
3.59006410E+01	5.47702637E-01	1.09632900E-01	1.04143486E-01
3.60006400E+01	5.47674414E-01	1.09630606E-01	1.04140524E-01
3.61006390E+01	5.47642187E-01	1.09628290E-01	1.04137533E-01
3.62006380E+01	5.47609229E-01	1.09625952E-01	1.04134514E-01
3.63006370E+01	5.47584668E-01	1.09623594E-01	1.04131469E-01
3.64006360E+01	5.47551514E-01	1.09621215E-01	1.04128396E-01
3.65006350E+01	5.47513184E-01	1.09618815E-01	1.04125297E-01
3.66006340E+01	5.47486621E-01	1.09616396E-01	1.04122173E-01
3.67006330E+01	5.47452148E-01	1.09613957E-01	1.04119023E-01
3.68006320E+01	5.47422998E-01	1.09611500E-01	1.04115849E-01
3.69006310E+01	5.47396045E-01	1.09609023E-01	1.04112651E-01
3.70006300E+01	5.47371387E-01	1.09606528E-01	1.04109429E-01
3.71006290E+01	5.47343164E-01	1.09604016E-01	1.04106184E-01
3.72006280E+01	5.47300830E-01	1.09601486E-01	1.04102916E-01
3.73006270E+01	5.47274219E-01	1.09598938E-01	1.04099626E-01
3.74006260E+01	5.47242871E-01	1.09596374E-01	1.04096314E-01
3.75006250E+01	5.47212207E-01	1.09593793E-01	1.04092980E-01
3.76006240E+01	5.47187354E-01	1.09591196E-01	1.04089626E-01
3.77006230E+01	5.47157080E-01	1.09588584E-01	1.04086252E-01
3.78006220E+01	5.47138623E-01	1.09585955E-01	1.04082857E-01
3.79006210E+01	5.47096289E-01	1.09583312E-01	1.04079443E-01
3.80006200E+01	5.47071338E-01	1.09580654E-01	1.04076010E-01
3.81006190E+01	5.47037744E-01	1.09577981E-01	1.04072557E-01
3.82006180E+01	5.47009229E-01	1.09575295E-01	1.04069087E-01
3.83006170E+01	5.46985937E-01	1.09572594E-01	1.04065599E-01
