2022-01-03 16:06:01
Density	Radius	Energy	Rest mass
2.59000000E+04	1.31534375E-01	2.41162559E+02	4.55467081E+00
2.60000000E+04	1.31363281E-01	2.41466682E+02	4.55467082E+00
2.61000000E+04	1.31189844E-01	2.41770027E+02	4.55467082E+00
2.62000000E+04	1.31028906E-01	2.42072598E+02	4.55467082E+00
2.63000000E+04	1.30868750E-01	2.42374399E+02	4.55467082E+00
2.64000000E+04	1.30695313E-01	2.42675437E+02	4.55467082E+00
2.65000000E+04	1.30534375E-01	2.42975715E+02	4.55467082E+00
2.66000000E+04	1.30366406E-01	2.43275239E+02	4.55467082E+00
2.67000000E+04	1.30196875E-01	2.43574014E+02	4.55467082E+00
2.68000000E+04	1.30054688E-01	2.43872043E+02	4.55467082E+00
2.69000000E+04	1.29884375E-01	2.44169332E+02	4.55467082E+00
2.70000000E+04	1.29728125E-01	2.44465884E+02	4.55467082E+00
2.71000000E+04	1.29561719E-01	2.44761706E+02	4.55467082E+00
2.72000000E+04	1.29395313E-01	2.45056801E+02	4.55467082E+00
2.73000000E+04	1.29259375E-01	2.45351173E+02	4.55467082E+00
2.74000000E+04	1.29089063E-01	2.45644827E+02	4.55467082E+00
2.75000000E+04	1.28933594E-01	2.45937768E+02	4.55467082E+00
2.76000000E+04	1.28771094E-01	2.46229999E+02	4.55467082E+00
2.77000000E+04	1.28621875E-01	2.46521526E+02	4.55467082E+00
2.78000000E+04	1.28471094E-01	2.46812351E+02	4.55467082E+00
2.79000000E+04	1.28313281E-01	2.47102480E+02	4.55467082E+00
2.80000000E+04	1.28160156E-01	2.47391917E+02	4.55467082E+00
2.81000000E+04	1.27997656E-01	2.47680665E+02	4.55467082E+00
2.82000000E+04	1.27864844E-01	2.47968729E+02	4.55467082E+00
2.83000000E+04	1.27703906E-01	2.48256113E+02	4.55467082E+00
2.84000000E+04	1.27553906E-01	2.48542820E+02	4.55467082E+00
2.85000000E+04	1.27396875E-01	2.48828856E+02	4.55467082E+00
2.86000000E+04	1.27265625E-01	2.49114223E+02	4.55467082E+00
2.87000000E+04	1.27110156E-01	2.49398925E+02	4.55467082E+00
2.88000000E+04	1.26961719E-01	2.49682967E+02	4.55467082E+00
2.89000000E+04	1.26810156E-01	2.49966353E+02	4.55467082E+00
2.90000000E+04	1.26672656E-01	2.50249085E+02	4.55467082E+00
2.91000000E+04	1.26528906E-01	2.50531168E+02	4.55467082E+00
2.92000000E+04	1.26374219E-01	2.50812606E+02	4.55467082E+00
2.93000000E+04	1.26246875E-01	2.51093401E+02	4.55467082E+00
2.94000000E+04	1.26091406E-01	2.51373559E+02	4.55467082E+00
2.95000000E+04	1.25946875E-01	2.51653082E+02	4.55467082E+00
2.96000000E+04	1.25798438E-01	2.51931974E+02	4.55467082E+00
2.97000000E+04	1.25671094E-01	2.52210239E+02	4.55467082E+00
2.98000000E+04	1.25530469E-01	2.52487880E+02	4.55467082E+00
2.99000000E+04	1.25381250E-01	2.52764900E+02	4.55467082E+00
3.00000000E+04	1.25259375E-01	2.53041303E+02	4.55467082E+00
3.01000000E+04	1.25109375E-01	2.53317093E+02	4.55467082E+00
3.02000000E+04	1.24966406E-01	2.53592273E+02	4.55467082E+00
3.03000000E+04	1.24845313E-01	2.53866846E+02	4.55467082E+00
3.04000000E+04	1.24693750E-01	2.54140815E+02	4.55467082E+00
3.05000000E+04	1.24559375E-01	2.54414184E+02	4.55467082E+00
3.06000000E+04	1.24422656E-01	2.54686956E+02	4.55467082E+00
3.07000000E+04	1.24288281E-01	2.54959135E+02	4.55467082E+00
3.08000000E+04	1.24148438E-01	2.55230724E+02	4.55467082E+00
3.09000000E+04	1.24013281E-01	2.55501725E+02	4.55467082E+00
3.10000000E+04	1.23885938E-01	2.55772142E+02	4.55467082E+00
3.11000000E+04	1.23748438E-01	2.56041978E+02	4.55467082E+00
3.12000000E+04	1.23621094E-01	2.56311236E+02	4.55467082E+00
3.13000000E+04	1.23489063E-01	2.56579920E+02	4.55467082E+00
3.14000000E+04	1.23354688E-01	2.56848032E+02	4.55467082E+00
3.15000000E+04	1.23225781E-01	2.57115575E+02	4.55467082E+00
3.16000000E+04	1.23094531E-01	2.57382552E+02	4.55467082E+00
3.17000000E+04	1.22964844E-01	2.57648967E+02	4.55467082E+00
3.18000000E+04	1.22848438E-01	2.57914823E+02	4.55467082E+00
3.19000000E+04	1.22710156E-01	2.58180121E+02	4.55467082E+00
3.20000000E+04	1.22576563E-01	2.58444866E+02	4.55467082E+00
3.21000000E+04	1.22464063E-01	2.58709060E+02	4.55467082E+00
3.22000000E+04	1.22331250E-01	2.58972705E+02	4.55467082E+00
3.23000000E+04	1.22192969E-01	2.59235805E+02	4.55467082E+00
3.24000000E+04	1.22078906E-01	2.59498363E+02	4.55467082E+00
3.25000000E+04	1.21946094E-01	2.59760381E+02	4.55467082E+00
3.26000000E+04	1.21824219E-01	2.60021862E+02	4.55467082E+00
3.27000000E+04	1.21697656E-01	2.60282809E+02	4.55467082E+00
3.28000000E+04	1.21571875E-01	2.60543225E+02	4.55467082E+00
3.29000000E+04	1.21464063E-01	2.60803112E+02	4.55467082E+00
3.30000000E+04	1.21332813E-01	2.61062472E+02	4.55467082E+00
3.31000000E+04	1.21199219E-01	2.61321310E+02	4.55467082E+00
3.32000000E+04	1.21087109E-01	2.61579626E+02	4.55467082E+00
3.33000000E+04	1.20964453E-01	2.61837424E+02	4.55467082E+00
3.34000000E+04	1.20854688E-01	2.62094707E+02	4.55467082E+00
3.35000000E+04	1.20728906E-01	2.62351477E+02	4.55467082E+00
3.36000000E+04	1.20595703E-01	2.62607736E+02	4.55467082E+00
3.37000000E+04	1.20485156E-01	2.62863487E+02	4.55467082E+00
3.38000000E+04	1.20364844E-01	2.63118733E+02	4.55467082E+00
3.39000000E+04	1.20260156E-01	2.63373476E+02	4.55467082E+00
3.40000000E+04	1.20132031E-01	2.63627718E+02	4.55467082E+00
3.41000000E+04	1.20004297E-01	2.63881462E+02	4.55467082E+00
3.42000000E+04	1.19893750E-01	2.64134711E+02	4.55467082E+00
3.43000000E+04	1.19772656E-01	2.64387467E+02	4.55467082E+00
3.44000000E+04	1.19668750E-01	2.64639731E+02	4.55467082E+00
3.45000000E+04	1.19544141E-01	2.64891508E+02	4.55467082E+00
3.46000000E+04	1.19445703E-01	2.65142798E+02	4.55467082E+00
3.47000000E+04	1.19322266E-01	2.65393605E+02	4.55467082E+00
3.48000000E+04	1.19193750E-01	2.65643930E+02	4.55467082E+00
3.49000000E+04	1.19089063E-01	2.65893776E+02	4.55467082E+00
3.50000000E+04	1.18970313E-01	2.66143145E+02	4.55467082E+00
3.51000000E+04	1.18868359E-01	2.66392040E+02	4.55467082E+00
3.52000000E+04	1.18746094E-01	2.66640462E+02	4.55467082E+00
3.53000000E+04	1.18647656E-01	2.66888415E+02	4.55467082E+00
3.54000000E+04	1.18529688E-01	2.67135899E+02	4.55467082E+00
3.55000000E+04	1.18409375E-01	2.67382918E+02	4.55467082E+00
3.56000000E+04	1.18299609E-01	2.67629473E+02	4.55467082E+00
3.57000000E+04	1.18185156E-01	2.67875568E+02	4.55467082E+00
